Name,University,Major,Graduation Year,Skills,Achievements,Experience,Email ID
Jamie Hall,University of Texas at Austin,Computer Science,2029,"PyTorch, Data Analysis, Scala, Deep Learning, NLP, JavaScript, C++","Scholarship Recipient, Hackathon Winner","Cloud Engineer Intern at IBM, Machine Learning Intern at Meta",jamiehallBCXMT@gmail.comEmail ID
Logan Williams,UC Berkeley,Software Engineering,2027,"MATLAB, Ansible, Java, PyTorch, JavaScript, Deep Learning",Hackathon Winner,Machine Learning Intern at Meta,loganwilliamsOEGQU@gmail.comEmail ID
Logan Lewis,University of Illinois Urbana-Champaign,Artificial Intelligence,2029,"Scala, HTML, Rust, TensorFlow","Startup Founder, Published Research Paper, Patent Holder","Full Stack Intern at Shopify, Software Developer Intern at Adobe",loganlewisQJKQN@gmail.comEmail ID
Jamie Johnson,University of Illinois Urbana-Champaign,Information Systems,2028,"Data Analysis, Blockchain, Node.js, Rust","Innovation Grant Recipient, Startup Founder, Dean's List",Software Engineering Intern at Google,jamiejohnsonRQBNM@gmail.comEmail ID
Sam Lee,Caltech,Computer Science,2026,"Linux, Blockchain, NLP, Data Analysis, Ansible, Node.js, Cloud Computing",Dean's List,"Software Engineering Intern at Google, Research Assistant in AI Lab",samleeHAFPR@gmail.comEmail ID
Jordan White,UCLA,Cybersecurity,2025,"Node.js, C++, Docker, Data Analysis, JavaScript, Go",Patent Holder,Intern at SpaceX,jordanwhiteHMARE@gmail.comEmail ID
Morgan Smith,Caltech,Software Engineering,2025,"C++, React, Node.js, Kubernetes, MATLAB, GraphQL","Coding Competition Winner, Winner of AI Challenge","Machine Learning Intern at Meta, Cloud Engineer Intern at Salesforce",morgansmithWCAFY@gmail.comEmail ID
Avery Miller,University of Illinois Urbana-Champaign,Bioinformatics,2028,"AWS, Java, TensorFlow, Linux, JavaScript, Cybersecurity","Conference Speaker, Hackathon Finalist, Dean's List","Intern at Tesla (Autopilot team), Machine Learning Intern at Meta",averymillerFECLP@gmail.comEmail ID
Sam Brown,University of Washington,Software Engineering,2027,"Scala, GraphQL, PyTorch, Blockchain, Node.js, C++","Best Thesis Award, Hackathon Winner",Data Science Intern at Amazon,sambrownCJMRL@gmail.comEmail ID
Cameron White,Carnegie Mellon University,Computer Science,2030,"Go, Machine Learning, Data Analysis, Cloud Computing, Scala, Java, Docker Swarm",Coding Competition Winner,"Intern at SpaceX, Machine Learning Intern at Meta",cameronwhiteZFLDZ@gmail.comEmail ID
Jordan Brown,Stanford University,Information Systems,2025,"JavaScript, Data Analysis, Go, Cloud Computing, GraphQL, Blockchain",Hackathon Winner,"Teaching Assistant for CS courses, Data Analyst Intern at Oracle",jordanbrownXIMKB@gmail.comEmail ID
Morgan Moore,University of Michigan,Mechanical Engineering,2028,"TensorFlow, Computer Vision, Linux, Docker, C++","Scholarship Recipient, Internship at FAANG","Robotics Research Intern, Data Science Intern at Amazon",morganmooreMBYMS@gmail.comEmail ID
Skyler Davis,MIT,Artificial Intelligence,2025,"SQL, Node.js, AWS, Docker Swarm, React, Docker","Published Research Paper, Hackathon Finalist",Machine Learning Intern at Meta,skylerdavisGRREE@gmail.comEmail ID
Skyler Walker,Caltech,Software Engineering,2026,"Scala, AWS, HTML, Cloud Computing, Kubernetes, PyTorch","Published Research Paper, Tech Blog Contributor","Intern at Tesla (Autopilot team), Startup Co-Founder (Tech Product)",skylerwalkerAIHTN@gmail.comEmail ID
Cameron Thomas,Harvard University,Bioinformatics,2030,"Ansible, C++, Java, Go",Conference Speaker,AI Research Intern at OpenAI,cameronthomasLEGCD@gmail.comEmail ID
Jamie Miller,UC Berkeley,Computer Science,2029,"Machine Learning, Data Analysis, Computer Vision, Go","Conference Speaker, Scholarship Recipient",Cloud Engineer Intern at IBM,jamiemillerUBOMQ@gmail.comEmail ID
Taylor Lee,Purdue University,Artificial Intelligence,2026,"NLP, Ansible, CSS, Cybersecurity","Hackathon Winner, Coding Competition Winner",Cybersecurity Intern at Microsoft,taylorleeMNGLQ@gmail.comEmail ID
Cameron Johnson,University of Texas at Austin,Electrical Engineering,2028,"Ansible, GraphQL, Scala, NLP, Data Analysis","Hackathon Finalist, Published Research Paper, Patent Holder","Cloud Engineer Intern at Salesforce, Full Stack Intern at Shopify",cameronjohnsonZOMEI@gmail.comEmail ID
Avery Lee,Caltech,Data Science,2030,"Computer Vision, Linux, Scala, Docker Swarm, CSS","Coding Competition Winner, Innovation Grant Recipient, Dean's List",Full Stack Intern at Shopify,averyleeGEFFX@gmail.comEmail ID
Kendall Miller,MIT,Information Systems,2030,"Node.js, Docker, JavaScript, Cybersecurity, Deep Learning, Docker Swarm, CSS",Dean's List,"Startup Co-Founder (Tech Product), Cybersecurity Intern at Microsoft",kendallmillerHPJVL@gmail.comEmail ID
Cameron Garcia,UCLA,Software Engineering,2027,"Java, Python, Docker Swarm, Node.js, MATLAB, React, Rust",Scholarship Recipient,Cybersecurity Intern at Microsoft,camerongarciaRGILF@gmail.comEmail ID
Sam White,Caltech,Information Systems,2029,"Blockchain, SQL, Cloud Computing, TensorFlow, Scala","Innovation Grant Recipient, Patent Holder",Software Engineering Intern at Google,samwhiteAMAKJ@gmail.comEmail ID
Morgan Thomas,Purdue University,Software Engineering,2027,"Blockchain, JavaScript, CSS, Docker, AWS, Ansible","Patent Holder, Robotics Competition Winner, Tech Blog Contributor",Data Analyst Intern at Oracle,morganthomasIXSBX@gmail.comEmail ID
Logan Davis,Carnegie Mellon University,Robotics,2027,"Cloud Computing, C++, Linux, HTML, Scala, TensorFlow, Data Analysis",Hackathon Finalist,"Startup Co-Founder (Tech Product), Machine Learning Intern at Meta",logandavisMPHEN@gmail.comEmail ID
Quinn Clark,Carnegie Mellon University,Software Engineering,2029,"PyTorch, Python, Cloud Computing, CSS, NLP, Linux, Kubernetes","Innovation Grant Recipient, Internship at FAANG, Scholarship Recipient",Data Analyst Intern at Oracle,quinnclarkRYIAH@gmail.comEmail ID
Blake Smith,University of Michigan,Electrical Engineering,2029,"Cybersecurity, Linux, SQL, Python","Robotics Competition Winner, Patent Holder",Robotics Research Intern,blakesmithGXXDN@gmail.comEmail ID
Quinn Jackson,Cornell University,Information Systems,2026,"GraphQL, Kubernetes, Cybersecurity, Python, React, Rust, Linux","Dean's List, Startup Founder","Data Science Intern at Amazon, Software Engineering Intern at Google",quinnjacksonKSSLK@gmail.comEmail ID
Alex Moore,Stanford University,Data Science,2025,"TensorFlow, CSS, Ansible, Computer Vision, Cybersecurity","Published Research Paper, Dean's List",Full Stack Intern at Shopify,alexmooreQNFVK@gmail.comEmail ID
Casey Martinez,Cornell University,Cybersecurity,2025,"Ansible, Docker, MATLAB, AWS",Coding Competition Winner,"Cloud Engineer Intern at IBM, Data Analyst Intern at Oracle",caseymartinezSDTTN@gmail.comEmail ID
Hayden Hall,University of Washington,Bioinformatics,2028,"React, Node.js, Docker Swarm, MATLAB, Python, Java","Conference Speaker, Best Thesis Award",Data Analyst Intern at Oracle,haydenhallRBNEZ@gmail.comEmail ID
Taylor Moore,Georgia Tech,Data Science,2028,"Linux, Scala, React, Docker Swarm, Java, PyTorch, Docker",Startup Founder,Cloud Engineer Intern at IBM,taylormooreIHYOW@gmail.comEmail ID
Casey Brown,Harvard University,Software Engineering,2029,"GraphQL, React, Ansible, PyTorch","Robotics Competition Winner, Hackathon Finalist","AI Research Intern at OpenAI, Cybersecurity Intern at Microsoft",caseybrownQHLYB@gmail.comEmail ID
Logan Brown,Princeton University,Information Systems,2030,"Java, Data Analysis, HTML, GraphQL, React, Rust, Node.js",Published Research Paper,AI Research Intern at OpenAI,loganbrownGZVYR@gmail.comEmail ID
Quinn Johnson,University of Washington,Computer Science,2030,"JavaScript, React, Scala, Machine Learning, Docker Swarm","Open Source Contributor, Internship at FAANG, Innovation Grant Recipient","Intern at Tesla (Autopilot team), Cloud Engineer Intern at Salesforce",quinnjohnsonNIHUH@gmail.comEmail ID
Logan White,MIT,Data Science,2029,"React, Java, Docker, TensorFlow, Data Analysis, Cloud Computing",Innovation Grant Recipient,Startup Co-Founder (Tech Product),loganwhiteZLNKF@gmail.comEmail ID
Morgan Jackson,University of Illinois Urbana-Champaign,Artificial Intelligence,2029,"Ansible, Cloud Computing, AWS, NLP, GraphQL, C++, Linux","Robotics Competition Winner, Published Research Paper","Machine Learning Intern at Meta, Startup Co-Founder (Tech Product)",morganjacksonSUBEN@gmail.comEmail ID
Cameron Walker,Purdue University,Bioinformatics,2027,"Computer Vision, Machine Learning, GraphQL, Go","Innovation Grant Recipient, Dean's List",Teaching Assistant for CS courses,cameronwalkerGCLYR@gmail.comEmail ID
Sam Thomas,Cornell University,Artificial Intelligence,2027,"Blockchain, NLP, Linux, Scala","Coding Competition Winner, Patent Holder",Cloud Engineer Intern at IBM,samthomasVZWSB@gmail.comEmail ID
Cameron Hall,University of Michigan,Robotics,2026,"Docker, TensorFlow, Cybersecurity, C++",Innovation Grant Recipient,"Intern at Tesla (Autopilot team), Data Science Intern at Amazon",cameronhallUHKSO@gmail.comEmail ID
Avery Walker,University of Texas at Austin,Bioinformatics,2028,"Node.js, Docker, Cybersecurity, Blockchain, Rust","Startup Founder, Dean's List, Hackathon Finalist",Research Assistant in AI Lab,averywalkerOTEUV@gmail.comEmail ID
Taylor Taylor,Stanford University,Electrical Engineering,2028,"Data Analysis, Go, AWS, JavaScript","Hackathon Winner, Best Thesis Award",Cloud Engineer Intern at Salesforce,taylortaylorZCJRN@gmail.comEmail ID
Casey Martinez,Harvard University,Mechanical Engineering,2025,"Scala, Cybersecurity, Linux, AWS, Machine Learning, Data Analysis, Computer Vision","Conference Speaker, Scholarship Recipient, Dean's List","Cloud Engineer Intern at IBM, Machine Learning Intern at Meta",caseymartinezJHFCL@gmail.comEmail ID
Jamie Jackson,University of Michigan,Information Systems,2028,"Ansible, Linux, Node.js, Deep Learning, Python, Data Analysis","Best Thesis Award, Startup Founder, Innovation Grant Recipient",Teaching Assistant for CS courses,jamiejacksonNOZJL@gmail.comEmail ID
Morgan Walker,University of Illinois Urbana-Champaign,Mechanical Engineering,2028,"React, Docker, JavaScript, Linux, Kubernetes","Dean's List, Open Source Contributor, Startup Founder",Software Developer Intern at Adobe,morganwalkerEUPSF@gmail.comEmail ID
Cameron Walker,Purdue University,Electrical Engineering,2025,"Cybersecurity, NLP, Linux, Node.js, Blockchain, Java, Deep Learning","Robotics Competition Winner, Winner of AI Challenge, Open Source Contributor",Software Developer Intern at Adobe,cameronwalkerSSSVV@gmail.comEmail ID
Morgan Martinez,Georgia Tech,Electrical Engineering,2028,"Ansible, Deep Learning, Docker Swarm, Rust, NLP, TensorFlow","Internship at FAANG, Open Source Contributor, Hackathon Finalist","Software Engineering Intern at Google, Software Developer Intern at Adobe",morganmartinezSTXNN@gmail.comEmail ID
Alex Smith,Caltech,Electrical Engineering,2029,"AWS, React, Computer Vision, Kubernetes","Patent Holder, Winner of AI Challenge","Robotics Research Intern, Intern at Tesla (Autopilot team)",alexsmithMFLKP@gmail.comEmail ID
Morgan Harris,University of Texas at Austin,Cybersecurity,2026,"Kubernetes, Java, SQL, Machine Learning, Scala, React, HTML",Dean's List,Cloud Engineer Intern at IBM,morganharrisJOFAS@gmail.comEmail ID
Skyler Hall,Purdue University,Computer Science,2025,"Python, Docker, JavaScript, CSS","Open Source Contributor, Hackathon Finalist, Robotics Competition Winner","Cybersecurity Intern at Microsoft, Teaching Assistant for CS courses",skylerhallWTGOR@gmail.comEmail ID
Cameron Hall,Caltech,Information Systems,2029,"AWS, JavaScript, PyTorch, Machine Learning",Internship at FAANG,Full Stack Intern at Shopify,cameronhallYXCQO@gmail.comEmail ID
Cameron Davis,UC Berkeley,Mechanical Engineering,2028,"Cybersecurity, Docker Swarm, JavaScript, Cloud Computing, HTML, Deep Learning, NLP","Innovation Grant Recipient, Scholarship Recipient","AI Research Intern at OpenAI, Cybersecurity Intern at Microsoft",camerondavisQTOVP@gmail.comEmail ID
Blake Smith,Princeton University,Mechanical Engineering,2029,"Python, Cloud Computing, Java, TensorFlow","Robotics Competition Winner, Internship at FAANG, Scholarship Recipient",Full Stack Intern at Shopify,blakesmithVGBIL@gmail.comEmail ID
Avery Johnson,Princeton University,Data Science,2030,"AWS, React, Node.js, Go, Ansible, Linux, Kubernetes","Startup Founder, Hackathon Winner","Data Science Intern at Amazon, Cloud Engineer Intern at IBM",averyjohnsonBGGET@gmail.comEmail ID
Blake Anderson,Caltech,Mechanical Engineering,2030,"HTML, TensorFlow, Cloud Computing, Docker Swarm, Kubernetes, AWS, NLP","Innovation Grant Recipient, Open Source Contributor, Best Thesis Award","Data Science Intern at Amazon, AI Research Intern at OpenAI",blakeandersonCRYLK@gmail.comEmail ID
Kendall White,University of Illinois Urbana-Champaign,Cybersecurity,2027,"Computer Vision, Docker Swarm, Rust, Kubernetes, Blockchain","Innovation Grant Recipient, Startup Founder","Intern at Tesla (Autopilot team), Research Assistant in AI Lab",kendallwhiteNTRVE@gmail.comEmail ID
Peyton Anderson,University of Illinois Urbana-Champaign,Electrical Engineering,2027,"Deep Learning, PyTorch, CSS, Rust, Ansible, React, Cloud Computing","Internship at FAANG, Winner of AI Challenge, Best Thesis Award",Cybersecurity Intern at Microsoft,peytonandersonQPWNR@gmail.comEmail ID
Charlie White,Caltech,Computer Science,2026,"Go, GraphQL, Linux, PyTorch, TensorFlow","Internship at FAANG, Patent Holder","Full Stack Intern at Shopify, Startup Co-Founder (Tech Product)",charliewhiteSDXTC@gmail.comEmail ID
Peyton Moore,University of Michigan,Bioinformatics,2028,"AWS, CSS, Computer Vision, Linux, Java, Kubernetes, Scala","Robotics Competition Winner, Coding Competition Winner, Open Source Contributor","AI Research Intern at OpenAI, Full Stack Intern at Shopify",peytonmooreTNWHW@gmail.comEmail ID
Peyton Martinez,MIT,Electrical Engineering,2028,"Blockchain, HTML, Rust, CSS, PyTorch, GraphQL","Startup Founder, Dean's List, Coding Competition Winner","Intern at SpaceX, Cloud Engineer Intern at Salesforce",peytonmartinezLULZU@gmail.comEmail ID
Quinn Garcia,Stanford University,Bioinformatics,2030,"Machine Learning, GraphQL, Linux, C++","Startup Founder, Hackathon Winner","Machine Learning Intern at Meta, Intern at SpaceX",quinngarciaEPIWC@gmail.comEmail ID
Hayden Lee,University of Illinois Urbana-Champaign,Computer Science,2027,"Data Analysis, Kubernetes, AWS, Blockchain, Computer Vision, Python, C++","Conference Speaker, Innovation Grant Recipient, Tech Blog Contributor",Software Developer Intern at Adobe,haydenleeIPSXR@gmail.comEmail ID
Casey Thomas,Purdue University,Software Engineering,2028,"Cloud Computing, MATLAB, Machine Learning, Scala, SQL",Internship at FAANG,Full Stack Intern at Shopify,caseythomasJKSHX@gmail.comEmail ID
Cameron Brown,Harvard University,Information Systems,2027,"Blockchain, Cloud Computing, Deep Learning, AWS, React","Tech Blog Contributor, Best Thesis Award, Hackathon Finalist",Cloud Engineer Intern at IBM,cameronbrownQOIUX@gmail.comEmail ID
Kendall Thomas,Stanford University,Electrical Engineering,2028,"Ansible, Machine Learning, GraphQL, Scala, Node.js","Patent Holder, Winner of AI Challenge, Tech Blog Contributor","Cloud Engineer Intern at IBM, Intern at Tesla (Autopilot team)",kendallthomasXLUEK@gmail.comEmail ID
Hayden Johnson,Cornell University,Data Science,2029,"MATLAB, NLP, Machine Learning, Java, Blockchain, Computer Vision, React",Tech Blog Contributor,"Intern at SpaceX, Full Stack Intern at Shopify",haydenjohnsonKNZXE@gmail.comEmail ID
Kendall Lewis,University of Michigan,Software Engineering,2025,"C++, NLP, Node.js, GraphQL","Winner of AI Challenge, Robotics Competition Winner, Internship at FAANG","Data Science Intern at Amazon, Data Analyst Intern at Oracle",kendalllewisFYYHV@gmail.comEmail ID
Riley Davis,Purdue University,Software Engineering,2025,"Blockchain, Scala, PyTorch, Cybersecurity, C++","Hackathon Winner, Patent Holder","Intern at SpaceX, Data Science Intern at Amazon",rileydavisRDTBV@gmail.comEmail ID
Hayden White,UCLA,Electrical Engineering,2029,"Deep Learning, Scala, Docker, TensorFlow, Docker Swarm","Dean's List, Innovation Grant Recipient, Winner of AI Challenge","Data Analyst Intern at Oracle, Cloud Engineer Intern at IBM",haydenwhitePAJRK@gmail.comEmail ID
Alex Clark,University of Washington,Bioinformatics,2026,"Blockchain, React, Docker, CSS, Linux, Java",Published Research Paper,"Robotics Research Intern, Data Science Intern at Amazon",alexclarkMBSDI@gmail.comEmail ID
Blake Walker,Georgia Tech,Cybersecurity,2030,"Node.js, MATLAB, Rust, PyTorch, Ansible, AWS, Linux","Winner of AI Challenge, Open Source Contributor, Hackathon Finalist","Cloud Engineer Intern at Salesforce, Intern at Tesla (Autopilot team)",blakewalkerKZDLJ@gmail.comEmail ID
Cameron Miller,University of Michigan,Bioinformatics,2030,"MATLAB, Cybersecurity, Docker, Node.js, Ansible, JavaScript","Published Research Paper, Coding Competition Winner, Best Thesis Award","Robotics Research Intern, Cloud Engineer Intern at IBM",cameronmillerBHLDB@gmail.comEmail ID
Jamie Walker,Georgia Tech,Artificial Intelligence,2030,"Cloud Computing, Node.js, Computer Vision, Rust, C++, Kubernetes, Ansible","Open Source Contributor, Scholarship Recipient","Software Engineering Intern at Google, Machine Learning Intern at Meta",jamiewalkerVGJET@gmail.comEmail ID
Cameron Anderson,Harvard University,Bioinformatics,2025,"GraphQL, Docker Swarm, HTML, Deep Learning","Hackathon Finalist, Hackathon Winner, Innovation Grant Recipient",Full Stack Intern at Shopify,cameronandersonGOSVF@gmail.comEmail ID
Blake Miller,MIT,Bioinformatics,2025,"TensorFlow, HTML, Data Analysis, Machine Learning, Docker, Blockchain, SQL","Startup Founder, Innovation Grant Recipient, Published Research Paper","Data Science Intern at Amazon, Cloud Engineer Intern at IBM",blakemillerEONYE@gmail.comEmail ID
Taylor Anderson,University of Illinois Urbana-Champaign,Bioinformatics,2028,"React, Node.js, Linux, Machine Learning, Scala",Startup Founder,"Intern at Tesla (Autopilot team), Software Developer Intern at Adobe",taylorandersonTNQJH@gmail.comEmail ID
Sam Brown,Georgia Tech,Information Systems,2027,"Deep Learning, Computer Vision, Ansible, AWS, JavaScript, Data Analysis, NLP","Coding Competition Winner, Tech Blog Contributor","Software Developer Intern at Adobe, Research Assistant in AI Lab",sambrownZKAKO@gmail.comEmail ID
Cameron Moore,Cornell University,Bioinformatics,2029,"Deep Learning, Cybersecurity, Node.js, Data Analysis, Python, PyTorch, SQL",Published Research Paper,Data Analyst Intern at Oracle,cameronmooreVYGKN@gmail.comEmail ID
Taylor Harris,University of Washington,Artificial Intelligence,2028,"Cloud Computing, Computer Vision, Deep Learning, JavaScript, Machine Learning, C++",Open Source Contributor,"Software Engineering Intern at Google, Cybersecurity Intern at Microsoft",taylorharrisDGHTJ@gmail.comEmail ID
Quinn Davis,Caltech,Information Systems,2025,"CSS, Deep Learning, C++, React","Internship at FAANG, Robotics Competition Winner, Tech Blog Contributor","Teaching Assistant for CS courses, Startup Co-Founder (Tech Product)",quinndavisHGOKF@gmail.comEmail ID
Sam Harris,Harvard University,Bioinformatics,2025,"Java, C++, MATLAB, GraphQL, Deep Learning","Startup Founder, Conference Speaker",Software Engineering Intern at Google,samharrisZUGNS@gmail.comEmail ID
Peyton Lee,Caltech,Bioinformatics,2027,"Python, C++, Ansible, Docker Swarm, Java, CSS","Innovation Grant Recipient, Dean's List, Tech Blog Contributor",Data Analyst Intern at Oracle,peytonleeAFGZP@gmail.comEmail ID
Jordan Taylor,Harvard University,Electrical Engineering,2025,"Docker, Ansible, MATLAB, Docker Swarm, Cloud Computing, Python, Node.js","Robotics Competition Winner, Open Source Contributor","Research Assistant in AI Lab, Software Developer Intern at Adobe",jordantaylorPPUKQ@gmail.comEmail ID
Drew Walker,MIT,Computer Science,2025,"CSS, MATLAB, Node.js, Scala","Startup Founder, Patent Holder, Open Source Contributor",Software Developer Intern at Adobe,drewwalkerDYCDI@gmail.comEmail ID
Riley Johnson,Georgia Tech,Information Systems,2029,"HTML, Kubernetes, C++, TensorFlow, Data Analysis","Hackathon Finalist, Coding Competition Winner","Data Science Intern at Amazon, Robotics Research Intern",rileyjohnsonZUZTM@gmail.comEmail ID
Cameron Williams,Harvard University,Bioinformatics,2027,"Kubernetes, Ansible, MATLAB, Go",Robotics Competition Winner,"Cloud Engineer Intern at Salesforce, Research Assistant in AI Lab",cameronwilliamsDVMPT@gmail.comEmail ID
Jordan Lee,UC Berkeley,Electrical Engineering,2027,"Data Analysis, Rust, Go, Linux, TensorFlow","Dean's List, Innovation Grant Recipient",Data Analyst Intern at Oracle,jordanleeFAJEN@gmail.comEmail ID
Blake Davis,University of Washington,Robotics,2030,"Rust, C++, Cloud Computing, Scala","Dean's List, Startup Founder, Published Research Paper","Intern at SpaceX, Robotics Research Intern",blakedavisXSYDL@gmail.comEmail ID
Morgan Davis,UCLA,Mechanical Engineering,2029,"SQL, GraphQL, Computer Vision, Deep Learning, JavaScript",Internship at FAANG,"Full Stack Intern at Shopify, Machine Learning Intern at Meta",morgandavisOHGGD@gmail.comEmail ID
Avery Smith,Purdue University,Computer Science,2030,"Computer Vision, Python, TensorFlow, Blockchain, CSS, GraphQL, Deep Learning","Internship at FAANG, Published Research Paper",AI Research Intern at OpenAI,averysmithDPGZK@gmail.comEmail ID
Hayden Harris,Cornell University,Bioinformatics,2029,"Linux, CSS, Blockchain, Cybersecurity, Java, NLP","Patent Holder, Published Research Paper, Winner of AI Challenge",Robotics Research Intern,haydenharrisFPHGF@gmail.comEmail ID
Jamie Brown,MIT,Electrical Engineering,2025,"Cloud Computing, CSS, Kubernetes, Ansible, Data Analysis","Patent Holder, Conference Speaker, Open Source Contributor",AI Research Intern at OpenAI,jamiebrownAMVXV@gmail.comEmail ID
Cameron Harris,UCLA,Bioinformatics,2030,"Computer Vision, SQL, GraphQL, PyTorch, Kubernetes","Open Source Contributor, Conference Speaker",Cloud Engineer Intern at IBM,cameronharrisHKQRI@gmail.comEmail ID
Jordan Davis,Caltech,Electrical Engineering,2030,"React, Java, Blockchain, Linux, Scala, Docker","Hackathon Finalist, Patent Holder, Hackathon Winner","Data Analyst Intern at Oracle, Teaching Assistant for CS courses",jordandavisUKHBI@gmail.comEmail ID
Jordan Lee,UC Berkeley,Software Engineering,2026,"Kubernetes, Python, NLP, React, Node.js, Go","Best Thesis Award, Patent Holder, Robotics Competition Winner",Cloud Engineer Intern at Salesforce,jordanleeWHMME@gmail.comEmail ID
Skyler Taylor,Carnegie Mellon University,Artificial Intelligence,2027,"Node.js, Go, Docker, Cloud Computing, Scala, GraphQL",Published Research Paper,"Data Science Intern at Amazon, Startup Co-Founder (Tech Product)",skylertaylorDBOHX@gmail.comEmail ID
Jamie Jackson,Carnegie Mellon University,Software Engineering,2030,"CSS, AWS, Kubernetes, Node.js","Published Research Paper, Coding Competition Winner","Intern at Tesla (Autopilot team), Software Engineering Intern at Google",jamiejacksonOAWSH@gmail.comEmail ID
Riley Thomas,UC Berkeley,Data Science,2030,"Node.js, PyTorch, Cloud Computing, CSS, Computer Vision, C++, React","Internship at FAANG, Winner of AI Challenge, Best Thesis Award",Machine Learning Intern at Meta,rileythomasYAEGC@gmail.comEmail ID
Peyton Brown,UCLA,Bioinformatics,2025,"Cybersecurity, Machine Learning, Kubernetes, Go",Innovation Grant Recipient,Software Developer Intern at Adobe,peytonbrownDHIPC@gmail.comEmail ID
Sam Johnson,Princeton University,Mechanical Engineering,2026,"Ansible, GraphQL, JavaScript, Data Analysis, Docker Swarm, SQL","Robotics Competition Winner, Startup Founder",Data Analyst Intern at Oracle,samjohnsonVBOTW@gmail.comEmail ID
Kendall Anderson,Purdue University,Computer Science,2025,"Docker Swarm, NLP, SQL, Node.js","Tech Blog Contributor, Hackathon Finalist",Software Engineering Intern at Google,kendallandersonVLTQW@gmail.comEmail ID
Alex Smith,Stanford University,Information Systems,2029,"GraphQL, Python, Docker Swarm, React, Scala","Patent Holder, Scholarship Recipient, Tech Blog Contributor",Teaching Assistant for CS courses,alexsmithVJGYJ@gmail.comEmail ID
Sam Anderson,UCLA,Cybersecurity,2025,"Go, Blockchain, MATLAB, React","Startup Founder, Hackathon Winner","Research Assistant in AI Lab, Teaching Assistant for CS courses",samandersonQTLYR@gmail.comEmail ID
Cameron Smith,University of Illinois Urbana-Champaign,Robotics,2025,"CSS, Data Analysis, Python, Scala",Scholarship Recipient,Software Engineering Intern at Google,cameronsmithIROXU@gmail.comEmail ID
Sam Moore,Caltech,Artificial Intelligence,2025,"React, Blockchain, C++, TensorFlow, NLP","Hackathon Winner, Winner of AI Challenge",Machine Learning Intern at Meta,sammooreLCSWM@gmail.comEmail ID
Alex Lee,Purdue University,Mechanical Engineering,2030,"Cybersecurity, Linux, Data Analysis, Go, Kubernetes, Cloud Computing",Startup Founder,Intern at SpaceX,alexleeJXOOJ@gmail.comEmail ID
Jamie Lee,Purdue University,Artificial Intelligence,2025,"Cloud Computing, PyTorch, Linux, MATLAB","Best Thesis Award, Hackathon Finalist",AI Research Intern at OpenAI,jamieleeVOGVW@gmail.comEmail ID
Quinn Brown,University of Illinois Urbana-Champaign,Bioinformatics,2029,"Docker, CSS, HTML, Blockchain, C++, Kubernetes","Coding Competition Winner, Best Thesis Award",Intern at Tesla (Autopilot team),quinnbrownXTABD@gmail.comEmail ID
Riley Taylor,Purdue University,Information Systems,2025,"Python, Kubernetes, Java, NLP, GraphQL, Cloud Computing","Scholarship Recipient, Coding Competition Winner","Software Developer Intern at Adobe, Software Engineering Intern at Google",rileytaylorYSLEX@gmail.comEmail ID
Cameron Hall,University of Texas at Austin,Information Systems,2025,"Docker Swarm, TensorFlow, Data Analysis, Machine Learning",Winner of AI Challenge,"Research Assistant in AI Lab, Cloud Engineer Intern at Salesforce",cameronhallTFUIL@gmail.comEmail ID
Peyton Walker,University of Texas at Austin,Artificial Intelligence,2027,"TensorFlow, Cloud Computing, Cybersecurity, HTML, Ansible, Scala, NLP",Scholarship Recipient,"Robotics Research Intern, Teaching Assistant for CS courses",peytonwalkerIHFBE@gmail.comEmail ID
Hayden White,Stanford University,Data Science,2025,"Ansible, Rust, C++, React, SQL","Scholarship Recipient, Winner of AI Challenge, Coding Competition Winner","Intern at SpaceX, Machine Learning Intern at Meta",haydenwhiteDRBUH@gmail.comEmail ID
Skyler Taylor,Purdue University,Data Science,2027,"Deep Learning, Linux, MATLAB, Node.js, Docker Swarm","Conference Speaker, Hackathon Finalist","Data Analyst Intern at Oracle, Software Engineering Intern at Google",skylertaylorDDLWY@gmail.comEmail ID
Drew Walker,Carnegie Mellon University,Software Engineering,2027,"HTML, Docker, Node.js, Cloud Computing, CSS",Hackathon Winner,"Software Engineering Intern at Google, Data Science Intern at Amazon",drewwalkerLMIBV@gmail.comEmail ID
Charlie Martinez,Stanford University,Mechanical Engineering,2026,"Java, Kubernetes, C++, Docker, Python",Patent Holder,Teaching Assistant for CS courses,charliemartinezOTNQH@gmail.comEmail ID
Drew Lee,UCLA,Computer Science,2027,"Blockchain, TensorFlow, PyTorch, Docker Swarm, AWS, Java, Kubernetes","Dean's List, Startup Founder, Conference Speaker",Robotics Research Intern,drewleeGQJKO@gmail.comEmail ID
Quinn Taylor,Caltech,Artificial Intelligence,2030,"Data Analysis, React, Scala, C++","Coding Competition Winner, Tech Blog Contributor, Robotics Competition Winner",Cybersecurity Intern at Microsoft,quinntaylorUSNSL@gmail.comEmail ID
Sam Moore,University of Texas at Austin,Mechanical Engineering,2027,"Ansible, Scala, NLP, Java",Dean's List,"Software Developer Intern at Adobe, Data Analyst Intern at Oracle",sammooreXGGUJ@gmail.comEmail ID
